F_UserName,User_nIdx,F_Comment,conad,guide,cola,ocgnn,dmgd
夜客游天,1025,为了陈老师[doge],0,0,0,0,0
一夜镜秋,854,期待  ,0,0,0,1,0
或许是土豆泥,1687,……不愧是米哈游，能抄就抄，从不犹豫,0,0,0,0,0
久伴不离_cc,1555,安心玩崩坏3吧,0,0,0,0,0
陳陈陈C__,449, ,0,0,0,0,0
逍遥过去了,1488,看上去很好玩啊[爱你]  ,0,0,0,0,0
楚云深不知处,641,  来啦,1,0,0,0,0
英灵丘比,413, ,0,0,0,0,0
英灵丘比,413,难啊,0,0,0,0,0
只是link,1280,希望能做的好一点，至少游戏体验不要在像崩坏3那种更新完一大堆bug[并不简单]还有复刻荒野之息的pv，可真让我感动,0,0,0,0,0
只是link,1280,  一款即视感满满的游戏，希望只是pv神似，游戏好点[doge],0,0,0,0,0
只是link,1280,碧蓝就先别凑上来了，记得之前还有人说碧蓝幻想像荒野之息[并不简单]，不过这次这原神真心神似荒野之息，各种即视感，。,0,0,0,0,0
卷卷卷卷阿,1064,抄就完事了,0,0,0,0,0
萝莉控的wd,598,  ,0,0,0,0,0
不如问问万能的狗策吧,1129,行，你和一起来捉妖我都不知道哪个更丢人一些[嘻嘻],0,0,0,0,0
四季天迟,1785,  ,0,0,0,0,0
蓝灯游戏-BSL白龙,1219,[赞]/,0,0,0,0,0
猪吃海参,2228,有意思哦，快来玩[馋嘴][馋嘴][馋嘴]  ,0,0,0,0,0
入魔轻风,1104,  [doge],0,0,0,0,0
寒风雨微,621,  ,0,0,0,0,0
馬将军1989,146,  ,1,0,0,0,0
大芒果果果果果果菌,1451,后期多改改吧[中国赞],0,0,0,0,0
Tsukikazu,283,米哈游这是得了抄袭癌？,0,0,0,0,0
UwithLay,1348,讲道理，你崩坏3借鉴鬼泣魔女也就算了，我也照玩，可这个抄塞尔达有点过了吧，国内玩家都是见识短浅的小屁孩儿？不知道你抄塞尔达？有点恶心，你们公司好自为之，老任律师函在路上。,0,0,1,1,0
东黎c,2150,中！,0,0,0,1,0
Alleri_,1248,  mihoyo哦,1,0,0,0,0
Col_AMK,1096,真就脸都不要了呗,0,0,0,0,0
靠树望天,607,我希望在ns上玩原神[doge],0,0,0,0,1
靠树望天,607,塞尔达pv3…不说了,0,0,0,0,1
破旧的时光机,202, ,0,0,0,0,0
犀利铜锣烧y,1444,  毁手机,1,0,0,1,0
不再是用户的用户哦,1037,我应该说点什么好.jpg  [doge],0,0,0,0,0
里川糖,2188,  [馋嘴],0,1,1,0,0
绯色灼眼,12,     来个联动吧  万一中了呢,0,0,0,0,0
比企谷阿华,1303,  ,0,0,0,0,0
FD_ZJ,31,塞尔达么？,0,0,0,0,0
薛定谔的邻居家的猫,346,  我的了,0,0,0,0,0
D罗l,2288,  可以的这个游戏,0,0,0,0,0
童路Cy,720,  抽奖抽奖，期待新游！,0,0,0,0,0
勇敢的丁达尔,784,我是蹦着一等奖去的,0,0,1,0,0
科学搜查,899,  [doge]转发艾特专用热兵器,0,0,0,1,0
vivi去何方,271,  随便找个人来艾特好了[OK]这个人是sei我也不晓得[doge],0,0,0,0,0
凌汛,102,任天堂律师函警告，抄完魔女抄塞尔达了？国内厂商能要点脸么？,1,0,0,0,0
Eeeekai,1481,  ,0,0,0,0,0
誊朔980,754, ,0,0,0,0,0
oo筋斗云,2050,  好玩这个游戏,0,0,0,0,0
弑殇童话,1391,  米哈游的游戏。。。质量是有的，但是太花钱了[笑cry],0,0,0,1,0
辐射桃子,679,就这还国产游戏呢真丢脸,0,0,0,0,0
非常不靠谱的翎,990,火焰效果不要太像,0,0,0,0,0
_YukLung,417,"我可以当你一开始只是想学学渲染风格结果做下去发现老任已经把这个风格下的特效想出最优解了所以干脆一起抄了完事，以前这样做也未必能撞老任法务部枪口上，但今年开始南山法院也加入战局了。so, good luck.",0,0,0,0,0
AlanWalk,218,  玩玩玩,1,0,0,1,0
从前有只咩萝poi,474, ,0,0,0,0,0
风火少侠,1544,啦啦啦阿拉  ,0,0,0,0,0
彦翎千筑,1815,吹爆原神的配乐!  [鼓掌][鼓掌][鼓掌][鼓掌][鼓掌][鼓掌][鼓掌][鼓掌][鼓掌][鼓掌][鼓掌][鼓掌][鼓掌],0,0,0,0,0
小猪君JoysonChu,2070,  哭了[跪了],0,0,0,0,0
灬悠夏曲,1315,  中！！,0,0,0,0,0
某某某某某不知名艺术家,2616,不要一点b脸了吗[疑问][疑问],0,0,0,0,0
云玩家本本子,985,这不是日常吗[允悲]手游有原创的？不过真能抄得好的话，也算是谢天谢地了[允悲]总比有些人抄了作业还抄错，甚至不小心把人名字也给抄来，还非说是自己做的要好一点[二哈],1,0,0,0,0
4everRamos,1144,把我逗笑了，连镜头都照抄[嘻嘻],0,0,0,0,0
VVVAz,1078,  [doge]干活啦,0,1,0,0,0
星叶儿不会受伤,1559,我的了.jpg,0,0,0,0,0
人間惡戲,1747,不出现素材挪用和涉及玩法专利的情况下mihoyo这游戏确实也不违法，游戏制作的自我尊严和这群人毫无关系，反正就算再像也会有一群“他抄不抄袭和我玩没关系”的人去玩，so，mihoyo稍微要点脸吧。,0,0,0,0,0
每天砍一棵白桦树,1487,糟糕，是手机要卡死的感觉,0,0,0,0,0
ar峯,136,好棒！好想玩！！,0,0,0,0,0
大眼贼让我说话天塌不了,447,  ,0,0,0,0,0
水与天齐,1196,看到没人说像二之国我就放心啦,0,0,0,0,0
望宇离痕,1343,……草上火焰的风都一样……,0,0,0,0,0
珍德食伱鸭,1646,  嘿嘿嘿,1,0,0,0,0
珍德食伱鸭,1646,  嘿嘿嘿,1,0,0,0,0
珍德食伱鸭,1646,  嘿嘿嘿,1,0,0,0,0
NintendoSwitch俱乐部,2209,塞尔达天下第一[挖鼻]原神天下第二？,0,0,0,0,0
kaer47,1496,  说好的ps4呢,0,0,0,0,0
BoTakWong,161,除了荒野之息，还有二之国,0,0,0,0,0
背靠世界的中二鱼,1003,  抽抽抽,0,0,1,0,0
小鸟游立夏,618,这抄旷野之息也抄的太明目张胆了，要点脸？,0,0,0,0,0
收音机今天关机了吗,1374,  ,0,0,0,0,0
锦鲤本尊就在这里Koi,1466,  ,0,0,0,0,0
雅客吸,343,国产塞尔达？,0,0,0,0,0
理想未三旬,513,   ,0,0,1,0,0
kop小狼5,1100,能不能好好做。 既视感太强[汗],0,0,0,0,0
风都侦探菲利普,203,脸皮也是厚,0,0,0,0,0
罗伯特特特特忒,1246,希望能抽到内测,0,0,0,0,0
阿布布嗷,1648,这游戏看起来好赞[好喜欢]有些人不要张口就来[吃瓜],0,0,0,0,0
布袋junior,1353,都已经这样了，建议加上昆特牌,0,0,0,0,0
仰望星空109867,1681,很好,0,0,0,1,0
c1145323,2274,呕,0,0,0,0,0
鸽鱼鸽,2104,不要停下来啊(指抄袭[太开心],0,0,0,0,0
请叫我蔬菜精灵,1822,山寨盗版司马噢,0,0,0,0,0
三森的泰国料理,1771,说塞●达的真香预订。,0,0,1,0,0
Allshit,670, ,1,0,0,0,0
Axier97,1220,  ,0,0,0,0,0
PilotDog,1939,  sai原er神da,0,0,0,0,0
凝调,1325,  [二哈][二哈][二哈],0,0,0,0,0
Methanol-Diesel,1199,哦还有，音乐风格也像是吧[嘻嘻]宁就是标榜比肩塞尔达的作品？,0,0,0,0,1
Methanol-Diesel,1199,真是不想当任豚警察，但是你这个样子我很难不出警啊[嘻嘻],0,0,0,0,1
Methanol-Diesel,1199,敌人人均会射激光是吧[嘻嘻]你们也是古代科技？草着火上升气流怎么这么明显啊，怎么连草烧焦的样子都这么像啊，好奇怪啊好巧啊[嘻嘻],0,0,0,0,1
Methanol-Diesel,1199,开放世界就得会滑翔是吧[嘻嘻]左向横着走路拉弓和塞尔达pv3一分五十六秒有区别吗？,0,0,0,0,1
Methanol-Diesel,1199,开放世界教科书是吧？开头还是唤醒加俯视地图，画风色调一样只能说有既视感，但是那个上爬跳动和横爬怎么也这么像啊？游泳的波纹也是一样的是吧[嘻嘻],0,0,0,0,1
Methanol-Diesel,1199,1:08和塞尔达pv3的1:56[嘻嘻],0,0,0,0,1
铁线圈,1748,...非得这么搞么？服了[鼓掌][鼓掌],0,0,0,0,0
XiaoChoubbb,415,  ,0,0,0,0,0
_staple,1123,任地狱学着点啊，把人设做成这样多好看啊[doge],0,0,0,0,0
疯狂的小木人,405,  最新神作哇！赶紧预约来玩！,0,0,0,0,0
星辰繁音,629,官网预约不了,0,0,0,0,0
今天还想更加努力,786,  试试？,1,0,0,0,0
Fine_Fine_Fine_,841,开放世界牛逼，有点塞尔达的影子[二哈]手机能上40针不？,0,0,0,1,0
明归德,1984,  [嘻嘻][嘻嘻][嘻嘻],0,1,0,0,0
Cayde_7,1275,  ,1,0,0,0,0
Cayde_7,1275,同感,1,0,0,0,0
雨奈OS,2405,黑魂[允悲],0,0,0,0,0
爹回吼毁,2515,  让他,1,0,1,0,0
Jshiro,164,塞尔达。。。,0,0,1,1,0
咯噔胖次,1387,  米忽悠抽奖了,0,0,0,0,0
小happy点,440,  ,1,0,0,1,0
薯条君不吃鱼,1154,  赛尔达手游安排一下[doge],0,0,0,0,0
执笔丶永恒58271,2709,  搏一搏，单车变摩托，不求其它，只求资格。,1,0,0,0,0
幸运的血玫瑰男爵,1896, ,0,0,0,0,0
老林今天不想加班,912,  我的了,0,0,0,0,0
老林今天不想加班,912,我的了,0,0,0,0,0
黑暗福音,180,  萌萌哒！,0,0,0,0,0
AkiAka666,314, ,0,0,0,0,0
寂月zxcbjy,1872,和kurtzpel有点像[允悲],0,0,0,0,0
snakeYD,1765,不亏是米哈游，果然还是干老本行,0,0,0,1,1
snakeYD,1765,对啊，你洗米忽悠，我洗tx，有问题？,0,0,0,1,1
snakeYD,1765,tx公益可不少，米忽悠一个不入流的公司也有资格和tx比？,0,0,0,1,1
风的彼端是云吗,960, ,0,0,0,0,0
从不摸鱼的烨橙,1211,是你原神飘了还是我老任拿不动刀了[费解],0,0,0,0,0
Ataraxia平安喜樂,1447,原神冲冲冲冲冲，无比期待   ,0,0,0,0,0
十六夜幕,1082,  又又又,0,0,0,0,0
一鸣嘿,773,抄的很棒，加油国产[太开心],0,0,0,0,1
一鸣嘿,773,[思考],0,0,0,0,1
乐乐君丶,1978,  进来女装,0,0,0,1,0
Dante_Link,1996,你这宣传片不改要挨骂的，玩过塞尔达的都有一种强烈的即视感,0,0,0,0,0
给我醒过来啊,617,  抽抽抽！冲,0,0,0,0,0
KAFCI,2523,终于等到你了,0,0,0,0,0
人生真是寂寞如雪啊x,370,有点。。。。过于像了,0,0,0,0,0
游离在边缘2016,787,[doge] ,0,0,0,0,0
没饭吃的小孩,737,去看看塞尔达荒野之息的pv3吧,0,0,0,0,0
叫柒沐啦,1532,尼玛这我带的动？？[允悲][允悲][允悲]  ,0,0,0,0,0
干一碗南瓜粥,1059,选我  ,1,0,0,0,0
天涯雪霁时,917,  不是…有些地方也太像塞尔达了吧,0,0,0,0,0
多辣不要醋吃不了,927,来了,0,0,0,0,0
77我是一根葱,759,    [doge],0,0,0,0,0
假装路过灬暗中观察,2307,假装路过  ,0,0,1,0,1
假装路过灬暗中观察,2307,假装路过,0,0,1,0,1
Sessyon,1752,原来这就是低配版的旷野之息啊！,0,0,0,0,0
Funnymiaomiao,1760,  牛逼啊米哈游,0,0,0,0,0
tl疯人院,1533,那个男声听着像孙晔老师，应该不是赵路老师（奥托cv）,0,0,0,0,0
Bujinnko,599,PC游戏大厂米忽悠石锤  ,0,0,0,0,0
音无妍羽,1112,赛尔达终于上ps4了[doge],0,0,0,0,0
Philipp_,357,直接抄就没意思了,0,0,0,0,0
六翼丶Angel,1797,pc是模拟器还是真有pc端啊,0,0,0,0,0
雪景Mask,878,  冲冲冲！,0,1,0,0,0
虚空之眼卡萨丁,1182,只想要测试资格,0,0,1,0,0
大法师预备役,1157,这就是传说中用旷野之息引擎做的新塞尔达？,0,0,0,0,0
林丶麒,1110,居然有点想玩?,0,0,0,0,0
垃圾战士,219,狗改不了吃屎,0,0,0,0,0
明将会是怎样,1251, ,0,0,0,1,0
吾一2015,1125,国产游戏活该被喷到死,0,0,1,0,0
鮣鱼大佬,2644,不知道为什么，超级期待,0,0,1,1,0
欧气满满123,1232,我就问问，要氪金吗[吃瓜],1,0,0,0,0
李四一个大笨蛋,918,  ,0,0,0,0,0
野生的舰队指挥官,1452,但是我觉得我新浪微博抽奖应该是不会中的。   ,0,0,0,0,0
纆隽,1386,黄头发到底是男还是女[跪了],0,0,0,0,0
不冷也不热的HUI,1494,  ,0,0,0,0,0
清池-旧梦,2141,   ,0,1,0,0,0
林克sama,1366,  ,0,0,0,0,0
超级小康天下无敌,2117,  [笑而不语][笑而不语][笑而不语],0,0,0,1,0
虾乐B1996,462,  希望能得个测试资格，当然中一个PS4也不是不可以[doge][doge],0,0,0,0,0
用户不存在ii,919,  来了老弟,0,0,0,0,0
TENQEI,282,emmmm… you serious[费解],0,0,0,0,0
爾東_CC,1403,m ,0,0,0,0,0
吥許熬夜变成cj惹不起勒,895,  ,0,0,0,0,0
Space_0dyessy,2152,我佛了，我link今天就要清理门户[怒][怒] 米忽悠能不能早点整活啊[哼][哼]早点出来也省的我买switch[哼][哼],0,0,0,0,0
Ars-凛,1670, ,0,0,0,0,0
Yoennsei,809,   怎么看,0,0,0,0,0
丹青_蛋清,1265,iPad Air3等待出战,1,0,0,0,0
廖力康,2018,  一位好友,1,0,1,0,0
Saint343,473,别问，问就是玩法不受保护呗[吃瓜],0,0,0,1,0
空城君嘘,1631,手游开放世界？！,0,0,0,0,0
丁悦律师,59,  感觉还蛮不错的[坏笑],1,0,0,0,0
图茶鲸鱼,702,   帅[心],0,0,0,0,0
挖煤工人牛三斤-,1911,我准备好了，选我,1,0,0,0,0
ZoumaWss,1397,安卓没测试啊，那就先不转发了[允悲],0,0,1,0,0
X-POINT,547,   这画面好好哦,0,0,0,0,0
包酱豆腐去葱,1868,抽测试资格送ps4  ,0,0,0,0,0
遗忘视界OBW,602,  这个实机画面真好看,0,0,0,0,0
桀无音,1652,我想到原神看看，可我还放不下我手下的那些女武神[泪][泪][泪],0,0,1,1,0
冬狮笑频,565,  好的,0,0,0,0,0
一直用塞班不会玩安卓,418,  不知道登录不登录PS4啊,0,0,0,0,0
一直用塞班不会玩安卓,418,好了他现在上了switch这你可咋办[二哈],0,0,0,0,0
一直用塞班不会玩安卓,418,但是火焰史莱姆被灭火后连尼玛上边的斑都一模一样就改了俩眼睛[允悲],0,0,0,0,0
狄多推克xy,1097,旷野之息？？？,0,0,0,0,0
半吊子风都侦探,962,真当国内没人有ns呗[太开心],0,0,0,0,0
莱伊德,2451,抄的过分了吧,0,0,0,0,0
亚拉里亚拉亚拉熊,191,  ,0,0,0,0,0
小猫咪呜呜_,1654,啊啊啊啊锤爆想玩！！！,0,0,0,0,0
Chowsix,2034,安卓实属弟弟,0,0,0,0,0
塞拉门尼斯儿,881,  来看塞尔达,0,0,0,0,0
塞拉门尼斯儿,881,dnmd真就塞尔达呗,0,0,0,0,0
每曰游戏,2153,  ,0,0,0,0,0
每曰游戏,2153,  [二哈],0,0,0,0,0
OG的狐狸头,868,  ,1,0,0,1,0
一点风吹草动____,309,  傻鱼来陪我玩新游戏！,1,0,0,0,0
神山神海,1873,  ,0,0,0,0,0
灰如月岩,725,   吹爆,0,0,0,0,0
南猫猫猫猫猫猫猫猫,1108,   等发售[喵喵],0,0,0,0,0
GhostSAMURAI,608, ,0,0,0,0,0
蓝发赤瞳绫波厨,2381,画风看着好梦幻，不太舒服。天命科技还是去搞崩坏4吧→_→ ,1,0,0,0,0
__Huu__,464,只要不是氪金手游我就支持！,0,0,0,0,0
黄小景啊,1089,  [哆啦A梦微笑][哆啦A梦微笑][哆啦A梦微笑],0,0,0,0,0
赤与蓝之神,270,风之律者穿越记[嘻嘻]我的2070已经饥渴难耐 ,0,0,0,0,0
耿鬼最可爱,684,你们这一模一样连脸都不要了吗？甚至音乐和高潮部分简直就是照抄[摊手],0,0,0,0,0
天缘skylove,150,这个不错啊。。。。     ,0,0,0,0,0
长夜将明,1647,我就问下能捏脸吗,0,0,0,0,0
夜色依然在,1382,全平台互通？  ,0,0,0,0,0
ArraySdream,664,求求你抽我这个米卫兵吧！,0,0,0,0,0
水饺码头,72,  ,0,0,0,0,0
难自弃的王大脸,656,  求码[憧憬],0,0,0,0,0
咸鱼蒸猪肉丶,237,这不是龙之谷吗？[费解],0,0,0,0,0
Aloysius_牟,223,    这个，塞尔达吗？？,0,0,0,0,0
2言言吖icon,1573,  啊我想要内测资格！！！,0,0,0,0,0
蔚蓝黑兔,1252,  相信 米哈游 不是坑货 毕竟我 崩2崩3 都玩过很长时间！,0,0,0,0,0
要死的Cat,717,抽,0,0,0,0,0
一定是假号,924, ,0,0,0,0,0
爱泡芙的透明酱,1734,我觉得可以  ,1,0,0,0,0
不想吃刀子了,253,期待一波 希望能玩到测试版,0,0,0,0,0
人类比喵还要愚蠢,691,来了 ,0,0,0,0,0
F1fte3novo,2020,  手机估计带不动了哈哈哈哈,0,0,0,0,0
heyjue,411,多谢老板的pro,0,0,0,0,0
烤冷面战士-GDP,1356,这，跟旷野之息也太像了吧,0,0,0,0,0
JackalCO,1830,求一个内测资格[跪了],0,0,1,0,0
CD7S,1055,  过来中奖[胖丁微笑],0,0,0,0,0
大树彼,610,  [酸],0,0,0,0,0
法老只因_,264,这就是崩坏4吗[震惊],0,0,0,0,0
世界_不是平的,1163,碧蓝幻想link在白金被腰斩后的精神续作吗？好期待啊。,0,0,0,0,0
冇鱼丸有鱼蛋,643,喜欢这类型！等不及了[二哈],0,0,0,0,0
舵主先生风华正茂,2002,   突然发现没有可以艾特的人 哭了，艾特官方吧（ ’ - ’ * ),0,1,0,0,0
欢眠,1566,  怕845阵亡,0,0,1,0,0
霖岚夜色nice,1972,中 ,0,0,0,0,0
云莫宇,1600,  [耶][doge][耶]一起冒险嗷,0,0,0,0,0
薪火鹏,0,  吸欧气。,0,0,0,1,0
#NAME?,945,单纯的想要激活码的米卫兵[太开心]  ,0,0,0,0,0
Ant1m0ny,123,  ,1,0,0,0,0
Ant1m0ny,123, ,1,0,0,0,0
SsSsan丶,850,我特么吹爆！,0,0,0,0,0
千变万夏丶,1404,  你的姐妹！,1,1,0,1,0
Gyana_J,441,叼炸天了啊这次,0,0,0,0,0
梦醒默离,1725,  ,0,0,0,0,0
金木你胖次掉了,1880,  你觉得咋样这个。,0,0,0,0,0
喵喵鱼干君,2467,  ps4已经有了，我只想要激活码[喵喵],0,0,0,0,0
果格_拉客叶儿41474,2695,我的手机怕是要炸,0,0,0,0,0
肝爆秃头少年51973,2687,万一中了呢,0,0,0,0,0
vensli,87,  不错啊。,0,0,0,0,0
不尽少年心,630,  我不是为了PS4 Pro去的，我真的就是单纯为了激活码[doge],0,0,0,0,0
麻将真有趣,1034,  ,0,0,0,0,0
咲奈心,1829, ,0,0,0,0,0
小小小小小雨_,106,抄袭要脸么,0,0,0,0,0
枝楠,434,入新坑，时间和我都准备好了，许愿[太开心]   ,0,0,0,0,0
冬了个大逝,2529,你忽悠新作！支持！,0,0,0,0,0
唯yuan有小爆脾气,29,  ,0,0,0,0,0
Lagann-,963,  ,0,0,0,0,0
暂约的记忆,549,  嘟嘟嘟,0,0,0,0,0
Kotori_Minami丶,1053,塞尔达传说：原神[喵喵]  ,0,0,0,0,0
糖丸-lioy,2689,原班人马来配音了吗？,0,0,0,0,0
朝夜的光,2134, ,0,0,0,0,0
寒天黑糖,320,好可爱的小男孩！！！！我死了,0,0,0,0,0
津上翔一_厨,744, ,1,0,0,0,0
故事里的小黄花on,2252,期待,0,0,0,0,0
泉此方Konata,228,  抽奖抽奖,0,0,0,0,0
哈罗椰只,1168,从去年第一话漫画上线开始就在关注，崩2一年，崩3从3测玩到现在，米哈游你要继续给力啊！原神我吹爆,0,0,0,0,1
哈罗椰只,1168,转发抽奖  原神我来了！！！,0,0,0,0,1
Mushroom扯,2524,崩崩崩崩这就要出了？我的小手机瑟瑟发抖 ,0,0,1,0,0
盲点发现了花生,2592,  快用你无敌的法务部想想办法，拉屎拉到你头上了,0,1,0,0,0
装甲空母胜利,2289,是开放世界，nice[憧憬],0,0,0,0,0
沐淤清泫,1522,这怎么搞 ？,0,0,0,0,0
炽热的希望之力,2675,感觉格局太小了，内容不是很丰富。画质的话，PC端也不算一流。,0,0,0,0,0
洛洛洛Sevilos,394,这个画风，我有点想玩兄弟,0,0,0,0,0
傲娇的大尾巴玥,663,  ,0,0,0,0,0
依然BB旺,1474,   可惜没安卓,0,0,0,0,0
就不能全英文吗CS,363,   ,0,0,0,0,0
白木圭可大人,1838,啊我死了,0,0,0,0,0
饭岛靖贵-,481, ,0,0,0,0,0
孤城慎独,1283,  米哈游天下第一[doge],0,1,0,1,0
万肝之王EDTA,2497,我不要ps4，我只想要内测码,0,0,0,0,0
万肝之王EDTA,2497,因为我国人均300+小时塞尔达啊（错乱,0,0,0,0,0
万肝之王EDTA,2497,霍霍成了到底是谁狭隘哦，我寻思着好像没人规定索狗就不能玩手游吧，要不是老子平时微博基本只拿来抽奖你还有今天？,0,0,0,0,0
万肝之王EDTA,2497,你特么装nm呢，说得好像一个switch就有多高贵一样，老子一个索狗都没敢对着一个pv喷这喷那，还是说你觉得国内主机普及率很高？那你告诉我国内塞尔达50w份不到的数据怎么来的？怎么云玩的也可以开始高贵了？,0,0,0,0,0
吮指原,154,  看起来就好玩[蛋糕],0,0,0,1,0
若翎飞又忘了密码,2599,听配声，温迪应该是个男孩子……吧[允悲],0,0,0,0,0
迷世的风,2388,哇，吹爆！(〃°ω°〃)♡,0,0,0,0,0
海拉鲁死鱼,68,  ！！,0,0,0,0,0
喜欢吃番茄炒蛋丶,2006,  来了来了,0,0,1,0,0
平淡打工仔,632,浓妆艳抹版塞尔达[跪了] ,0,0,0,0,0
丹特丽安·修伊,2671,只恨现在没个苹果手机,0,0,1,0,0
Rasavatam,1291,[想一想],0,0,0,0,0
凌晨一点改微博名,155,  ！！！,0,0,0,0,0
青羽凝华_,2485,  求个测试资格[太开心],0,0,0,0,0
青羽凝华_,2485,求测试资格！,0,0,0,0,0
爱茵最可爱,1907, ,1,1,0,1,0
Linca0v0,1772,lei了lei了[二哈] ,0,0,0,0,0
看花人犹在,710, ,0,0,0,1,0
小昭cxz,426,leileleile吹爆吹爆,0,0,0,0,0
魔都dlj,290,期待中奖,0,0,0,0,0
云落木,652,[doge] ,0,0,0,0,0
园长阿刘,525,  抽我！！！,0,0,0,0,0
山月常新,2466,吹爆！,0,0,0,0,0
君名42427,2215,可以,0,0,0,0,0
云养喵专业户,230,  继续,0,0,0,0,0
赈早见幻灵,1245,正太！！！,0,0,0,0,0
逍遥鸟酱,891,好！,0,0,0,0,0
德不不不奶,2085,快测试等不及啦！  ,0,0,0,0,0
天使爱吃麻婆豆腐,790,给我也整一个 ,0,0,0,0,0
Neilwasabi,2698,Pv出来了！,0,0,0,0,1
Neilwasabi,2698,啊啊啊啊啊啊啊啊！,0,0,0,0,1
养着兔子的猫咪,2802,两年了，回过头来看[打call][打call][打call][打call],0,0,0,0,0
bo_白色大月亮,2800,这不是三年吗？[doge][doge],0,0,0,0,1
bo_白色大月亮,2800,烦内[doge],0,0,0,0,1
bo_白色大月亮,2800,22年原神火了前来考古[doge],0,0,0,0,1
bo_白色大月亮,2800,22年前来考古[doge],0,0,0,0,1
书一点禾,2781,前面的评论跟现在完全不一样，全都打脸场面,0,0,0,0,0
夕神心音,1675,就喜欢挖坟看看以前的有趣发言[doge],0,0,0,1,0
名字就叫旧林,2796,苏删,0,0,0,0,1
才太晚,2772,[doge],0,0,0,0,1
希儿呐xy,2272,这么早就有神里绫华了？？,0,0,0,0,0
绯羽绯葬,2038,为什么蒙德的序章会有神里[二哈],0,0,0,0,0
下饭的奕泽,2785,神里内测的时候就已经做出来了,0,0,0,0,1
下饭的奕泽,2785,任天堂自己说的没有抄袭,0,0,0,0,1
下饭的奕泽,2785,任天堂自己现在说的没有抄袭，作何感想,0,0,0,0,1
下饭的奕泽,2785,笑死，任天堂都说了没有抄袭,0,0,0,0,1
下饭的奕泽,2785,任天堂自己说的没有抄袭,0,0,0,0,1
杀疯的兔子,1929,原来这个时候就有神里绫华了[泪],0,0,1,0,0
阿卡狄亚半岛,2490,我也正想说呢，神里镜头出来这么早,0,0,0,0,0
r1selrt,2182,为什么会有神里绫华？,0,0,1,0,0
吉日晨良,1932,[doge],0,0,0,1,0
忘初心有,1601,任天堂荒野之息抄袭原神，你米哈游屁都不敢放一个，法律维权都不会？这就是中国游戏厂商，真丢人，怂的要死。,0,0,0,0,0
拉文克劳第一帅猹,1128,我的天，玩过塞尔达的都看得出来好吗，攀爬，游泳，战斗机制不是抄袭是什么，你们公司也真的好意思，把人家塞尔达风神兽改个风魔龙你好意思，你有什么脸上的swich，你侮辱我们塞尔达玩家么,0,0,0,0,0
五行缺钱37715,2773,说的好像你们比人家官方更懂游戏一样 这么牛逼，怎么不去喷鹅厂？ 这要是构成抄袭，人家早就告了，要不您试试？，您去帮他们告,0,0,0,0,0
五行缺钱37715,2773,您就是最傻的那一个 请问您收钱的渠道可以分我一下吗？,0,0,0,0,0
黑鸭嗨哟,2778,毕竟当初被带节奏的总不能打自己的脸，只能选择性忽略当个无脑黑了[吃瓜],0,0,0,1,0
黑鸭嗨哟,2778,王者荣耀真好玩是吧[太开心],0,0,0,1,0
黑鸭嗨哟,2778,怎么样，成功没,0,0,0,1,0
伊卡洛斯-天空女神,2338,塞尔达万物起源？ 原神抄袭？法律不行？那好就以那些网络大法官们的标准来看塞尔达 塞尔达”抄袭”的对象之多令人发指，迷官冒险”抄袭”(1974年的龙与地下城)，HP值”抄袭”(1974年 的龙与地下城)，开箱宝物”抄袭”(1996年的暗黑破坏神)，解 宽“抄袭”(1970年 的益智游戏),0,0,1,0,1
伊卡洛斯-天空女神,2338,射 箭”抄袭”(1993年的德军总部3D)，做菜”抄袭”(2003年的洛奇)，物理爬墙”抄袭”(1987年的波斯王子)，滑行飞行”抄袭”(2002年的完美端游2001年的飞飞)，地牢副本定义”抄袭”(1999年的无尽的任务)，无缝地图“抄袭”(19989年 的 lineage系列)，高自由度抄袭(1997年的网络创世纪),0,0,1,0,1
艾·喆芷谮濹锉布锴勒,957,哥们，现在原神也要上NS了[允悲],0,0,0,0,1
肿肿,1604,  进来看抄袭怪,0,1,1,0,0
樱龙揩泪,2027,怎么不看看正版荣耀[太开心],0,0,0,0,1
樱龙揩泪,2027,是正版荣耀不好玩吗，来这里骂，玩着抄袭游戏骂着另一个抄袭游戏[费解],0,0,0,0,1
孙笑川5655,2730,咋不抽奖送一个塞尔达荒野之息的卡带呢,0,0,1,0,1
孙笑川5655,2730,爷要换外星人Alienware了，你们就继续吹吧，只有手机的白嫖党们,0,0,1,0,1
孙笑川5655,2730,他是抄袭塞尔达的，你看不出来吗。我有整个塞尔达系列的所有卡带。你这种屌丝也只能张口就来吧,0,0,1,0,1
云夜悠长,2677,太君你的头像没了555 太君你家乡的母亲被送入焚尸炉了555 太君你美丽的妻子被ntr了现在跟黄毛正爱的死去活来的555 太君快回家吧，带力本帝国离不开你555 [哈哈],0,0,0,0,1
云夜悠长,2677,哈哈哈哈哈哈哈，装逼谁不会呀，扯个外星人就是高端数码粉嗷，牛逼牛逼[哈哈],0,0,0,0,1
云夜悠长,2677,太君宁说的太对了，我要为宁送上大大的举报,0,0,0,0,1
云夜悠长,2677,555传说sama，故乡的sakura开了，宁不回去看看嘛？,0,0,0,0,1
云夜悠长,2677,亲，没有凉哦，这边建议您跳进北冰洋里感受一下凉凉哦,0,0,0,0,1
