F_UserName,User_nIdx,F_Comment,Label,TextLen
摸鱼队长Arno11,1518,为啥不抽ns呢 放心 大家都不知道ns是什么的[二哈],3.0,27
摸鱼队长Arno11,1518,在？为什么恰脏钱,3.0,8
建建森,269,旷野之息+尼尔+怪猎[doge],3.0,16
林先生llli,622,讲道理并不是换皮抄袭没必要这么严格,3.0,17
金梅姜丝,904,评论里那么多说塞尔达的，我就寻思吧，一个手机游戏做出了主机游戏的效果，也不知道你们是在夸米哈游，还是在黑任天堂,3.0,55
古巷月影清如玉,1673,这网友正义感也太强了，游戏还没出就抄袭了。lol半抄起家，王者荣耀再抄lol，你们不照样玩的开心[二哈],3.0,52
浩淼云兮,1919,[太开心]反正抄袭总比自己设计来的省力气哦，当然抄就完事咯，洗地的当然不会管原创有多难，反正我能玩到就好了哦。[太开心],3.0,60
有点蕉拙,1903,这样抄袭真的有意思吗[费解],3.0,14
有点蕉拙,1903,叫抄神算了,3.0,5
原罪硬肝学者,2217,转发了  挺失望的，为什么不上PS 4？,3.0,20
Silversky72276,2736,敢问在座的玩过塞尔达吗，云玩家请出去,3.0,18
三倍速的夏亚,1039,旷野之息+碧蓝幻想relink +龙之谷[doge],3.0,26
三倍速的夏亚,1039,毕竟relink实机演示都出了几波了,3.0,18
芙拉_flouri,184,那个弓箭手起手姿势完全照抄龙之谷了,3.0,17
吴亚为,429,原创不难做，问题你有钱吗？,3.0,13
吴亚为,429,所以說你腦袋有問題，我哪裏説過沒錢就可以抄襲？難道不是你腦補的？,3.0,32
吴亚为,429,你的腦袋有病還是斷路太久？做原創不難，你有錢嗎？有錢就可以做原創。有問題？,3.0,37
吴亚为,429,没钱做不了，钱少也是钱。太极团队少钱，不等于没有钱。,3.0,26
吴亚为,429,跟你斗嘴没意思，我们都是厌恶抄袭的。你仅仅停留在鄙视抄袭上面，而我花自己的时间，钱，精力在做原创。我目前遇见的最大问题就是缺钱。所以我说原创需要钱，有错？,3.0,77
吴亚为,429,你的逻辑很搞笑，我只是原创需要钱。没说有钱的都会搞原创。你去问问太极他们团队，缺钱让他们多痛苦。再去问一下他们有没有去筹钱，找资金。那些核心成员是不是把自己的钱投进去了？,3.0,85
吴亚为,429,告诉你做原创也好，抄袭也好都需要一种东西，那就是钱[钱]。离开了钱什么都做不成。有本事你不花一分钱帮我做一个原创游戏。看看我微博，我对抄袭是十分厌恶的，当你自己在做的时候你会发现，创新也许会有局限。但是没有钱就没有模型特效资源，没有音效，没有服务器什么都做不出来。,3.0,132
吴亚为,429,爲什麽 你們都喜歡做聯想呢？我只是說有錢就能原創。回答評論的問題。,3.0,33
吴亚为,429,抄袭游戏有啥好说？,3.0,9
吴亚为,429,餃子思維？ 我說的是有錢就能做原創，但是米哈游有錢也不做，跟我說的有矛盾？,3.0,37
吴亚为,429,你的邏輯綫怎麽來的？你這種邏輯跟 “我喜歡狗”，“凴什麽你討厭貓”簡直一模一樣。,3.0,40
吴亚为,429,他問做原創那麽難嗎？我會的不難，有錢就能原創。沒錢就抄不知道你哪裏來的邏輯連接綫？我做了兩年的游戲原創，總結的經驗就是要有錢才能做原創。請問有什麽問題？做東西需要時間需要精力，但是如果沒錢就説明都做不成，沒錢靠愛心儅飯吃？靠信仰姐姐衣食住行？,3.0,121
吴亚为,429,有钱就能做，米哈游有钱但是他不做。,3.0,17
吴亚为,429,我只是在回答他的问题，有钱就能做原创。,3.0,19
吴亚为,429,我说的是有钱的不原创，能原创的没有钱。,3.0,19
有德79,1930,那还能怎样，要跑到米哈游哪里立横抗议啊,3.0,19
有德79,1930,相似就相似嘛,3.0,6
有德79,1930,你还不如等出来再说，现在说有p用,3.0,16
有德79,1930,既然你说抄，那你你看看那个美工,3.0,15
有德79,1930,我什么时候说外国游戏少点,3.0,12
有德79,1930,我可以说，玩法一样不等于抄袭，内容一样才是抄袭，你可以找迷你和我的世界做参考,3.0,38
有德79,1930,好的独立游戏是很多，但你想想，他们是花了很久的时间来打磨，不是我们这些就几个星期弄好的快餐游戏,3.0,47
有德79,1930,你说我没玩多少游戏，你看看我steam仓库烂橘子仓库以及育碧仓库再说,3.0,34
有德79,1930,你以为每个人都能玩得起主机啊,3.0,14
有德79,1930,你数一下，现在国外原创的有多少,3.0,15
有德79,1930,我玩那么久fps，我对游戏的原创不了解？,3.0,20
有德79,1930,国外的原创对游戏也改变不了多少,3.0,15
默默依风,266,特色應該還是有的，現在才測試初期就那麼多說抄襲的，那只能說米哈遊招的測試人員很有針對性了,3.0,44
默默依风,266,所以这个怎么说？感觉说抄袭那也太绝对了，要是真的是自己做的那说抄袭估计以后国内再出类似的肯定也和抄袭挂钩了ヽ(ー_ー )ノ,3.0,61
AssassinCat_刺客猫,424,我觉得更像碧蓝幻想Relink,3.0,15
AssassinCat_刺客猫,424,额，主要是我觉得人物的画风和塞尔达不一样,3.0,20
人形自走制冷机器,1285,讲真的，试试塞尔达吧，哪怕不想买ns你去三大妈下个wii模拟器版试一试就知道这游戏大多手游不知道高到哪里去了，大部分玩家真的是对国内厂商恨铁不成钢[跪了],3.0,77
