F_UserName,User_nIdx,F_Comment,Comment_nIdx
heyjue,411,多谢老板的pro,2381
烤冷面战士-GDP,1356,这，跟旷野之息也太像了吧,2382
JackalCO,1830,求一个内测资格[跪了],2383
CD7S,1055,  过来中奖[胖丁微笑],2384
大树彼,610,  [酸],2385
法老只因_,264,这就是崩坏4吗[震惊],2386
世界_不是平的,1163,碧蓝幻想link在白金被腰斩后的精神续作吗？好期待啊。,2387
冇鱼丸有鱼蛋,643,喜欢这类型！等不及了[二哈],2388
舵主先生风华正茂,2002,   突然发现没有可以艾特的人 哭了，艾特官方吧（ ’ - ’ * ),2389
欢眠,1566,  怕845阵亡,2390
霖岚夜色nice,1972,中 ,2391
云莫宇,1600,  [耶][doge][耶]一起冒险嗷,2392
薪火鹏,0,  吸欧气。,2393
-_-Sebastian,945,单纯的想要激活码的米卫兵[太开心]  ,2394
Ant1m0ny,123,  ,2395
Ant1m0ny,123, ,2396
SsSsan丶,850,我特么吹爆！,2397
千变万夏丶,1404,  你的姐妹！,2398
Gyana_J,441,叼炸天了啊这次,2399
梦醒默离,1725,  ,2400
金木你胖次掉了,1880,  你觉得咋样这个。,2401
喵喵鱼干君,2467,  ps4已经有了，我只想要激活码[喵喵],2402
果格_拉客叶儿41474,2695,我的手机怕是要炸,2403
肝爆秃头少年51973,2687,万一中了呢,2404
vensli,87,  不错啊。,2405
不尽少年心,630,  我不是为了PS4 Pro去的，我真的就是单纯为了激活码[doge],2406
麻将真有趣,1034,  ,2407
咲奈心,1829, ,2408
小小小小小雨_,106,抄袭要脸么,2409
枝楠,434,入新坑，时间和我都准备好了，许愿[太开心]   ,2410
冬了个大逝,2529,你忽悠新作！支持！,2411
唯yuan有小爆脾气,29,  ,2412
Lagann-,963,  ,2413
暂约的记忆,549,  嘟嘟嘟,2414
Kotori_Minami丶,1053,塞尔达传说：原神[喵喵]  ,2415
糖丸-lioy,2689,原班人马来配音了吗？,2416
朝夜的光,2134, ,2417
寒天黑糖,320,好可爱的小男孩！！！！我死了,2418
半透明黑桶,2810, 看！是PV！[泪] ,2419
津上翔一_厨,744, ,2420
故事里的小黄花on,2252,期待,2421
泉此方Konata,228,  抽奖抽奖,2422
哈罗椰只,1168,从去年第一话漫画上线开始就在关注，崩2一年，崩3从3测玩到现在，米哈游你要继续给力啊！原神我吹爆,2423
哈罗椰只,1168,转发抽奖  原神我来了！！！,2424
Mushroom扯,2524,崩崩崩崩这就要出了？我的小手机瑟瑟发抖 ,2425
盲点发现了花生,2592,  快用你无敌的法务部想想办法，拉屎拉到你头上了,2426
装甲空母胜利,2289,是开放世界，nice[憧憬],2427
沐淤清泫,1522,这怎么搞 ？,2428
炽热的希望之力,2675,感觉格局太小了，内容不是很丰富。画质的话，PC端也不算一流。,2429
洛洛洛Sevilos,394,这个画风，我有点想玩兄弟,2430
傲娇的大尾巴玥,663,  ,2431
依然BB旺,1474,   可惜没安卓,2432
就不能全英文吗CS,363,   ,2433
白木圭可大人,1838,啊我死了,2434
饭岛靖贵-,481, ,2435
孤城慎独,1283,  米哈游天下第一[doge],2436
万肝之王EDTA,2497,我不要ps4，我只想要内测码,2437
吮指原,154,  看起来就好玩[蛋糕],2438
若翎飞又忘了密码,2599,听配声，温迪应该是个男孩子……吧[允悲],2439
迷世的风,2388,哇，吹爆！(〃°ω°〃)♡,2440
海拉鲁死鱼,68,  ！！,2441
喜欢吃番茄炒蛋丶,2006,  来了来了,2442
平淡打工仔,632,浓妆艳抹版塞尔达[跪了] ,2443
丹特丽安·修伊,2671,只恨现在没个苹果手机,2444
Rasavatam,1291,[想一想],2445
凌晨一点改微博名,155,  ！！！,2446
青羽凝华_,2485,  求个测试资格[太开心],2447
爱茵最可爱,1907, ,2448
Linca0v0,1772,lei了lei了[二哈] ,2449
看花人犹在,710, ,2450
青羽凝华_,2485,求测试资格！,2451
小昭cxz,426,leileleile吹爆吹爆,2452
魔都dlj,290,期待中奖,2453
云落木,652,[doge] ,2454
园长阿刘,525,  抽我！！！,2455
山月常新,2466,吹爆！,2456
君名42427,2215,可以,2457
云养喵专业户,230,  继续,2458
赈早见幻灵,1245,正太！！！,2459
逍遥鸟酱,891,好！,2460
德不不不奶,2085,快测试等不及啦！  ,2461
天使爱吃麻婆豆腐,790,给我也整一个 ,2462
Neilwasabi,2698,Pv出来了！,2463
Neilwasabi,2698,啊啊啊啊啊啊啊啊！,2464
养着兔子的猫咪,2802,两年了，回过头来看[打call][打call][打call][打call],2465
bo_白色大月亮,2800,这不是三年吗？[doge][doge],2466
书一点禾,2781,前面的评论跟现在完全不一样，全都打脸场面,2467
夕神心音,1675,就喜欢挖坟看看以前的有趣发言[doge],2468
罗小黑本喵_,1981,阿伟你又在翻看古战场诶 休息一下吧[doge],2469
bo_白色大月亮,2800,烦内[doge],2470
名字就叫旧林,2796,苏删,2471
才太晚,2772,[doge],2472
希儿呐xy,2272,这么早就有神里绫华了？？,2473
绯羽绯葬,2038,为什么蒙德的序章会有神里[二哈],2474
下饭的奕泽,2785,神里内测的时候就已经做出来了,2475
杀疯的兔子,1929,原来这个时候就有神里绫华了[泪],2476
阿卡狄亚半岛,2490,我也正想说呢，神里镜头出来这么早,2477
r1selrt,2182,为什么会有神里绫华？,2478
吉日晨良,1932,[doge],2479
忘初心有,1601,任天堂荒野之息抄袭原神，你米哈游屁都不敢放一个，法律维权都不会？这就是中国游戏厂商，真丢人，怂的要死。,2480
蠢萌萌66,2775,律师函都没有，原神都成功登录ns了，就不要在这嗷嗷叫了,2481
拉文克劳第一帅猹,1128,我的天，玩过塞尔达的都看得出来好吗，攀爬，游泳，战斗机制不是抄袭是什么，你们公司也真的好意思，把人家塞尔达风神兽改个风魔龙你好意思，你有什么脸上的swich，你侮辱我们塞尔达玩家么,2482
五行缺钱37715,2773,说的好像你们比人家官方更懂游戏一样 这么牛逼，怎么不去喷鹅厂？ 这要是构成抄袭，人家早就告了，要不您试试？，您去帮他们告,2483
蠢萌萌66,2775,都半年了，任天堂都接受原神登录ns，这帮抄袭警察还嗷嗷叫着原神抄袭，自己丢脸丢到国外，还觉得自己是正义的,2484
黑鸭嗨哟,2778,毕竟当初被带节奏的总不能打自己的脸，只能选择性忽略当个无脑黑了[吃瓜],2485
伊卡洛斯-天空女神,2338,塞尔达万物起源？ 原神抄袭？法律不行？那好就以那些网络大法官们的标准来看塞尔达 塞尔达”抄袭”的对象之多令人发指，迷官冒险”抄袭”(1974年的龙与地下城)，HP值”抄袭”(1974年 的龙与地下城)，开箱宝物”抄袭”(1996年的暗黑破坏神)，解 宽“抄袭”(1970年 的益智游戏),2486
艾·喆芷谮濹锉布锴勒,957,哥们，现在原神也要上NS了[允悲],2487
伊卡洛斯-天空女神,2338,射 箭”抄袭”(1993年的德军总部3D)，做菜”抄袭”(2003年的洛奇)，物理爬墙”抄袭”(1987年的波斯王子)，滑行飞行”抄袭”(2002年的完美端游2001年的飞飞)，地牢副本定义”抄袭”(1999年的无尽的任务)，无缝地图“抄袭”(19989年 的 lineage系列)，高自由度抄袭(1997年的网络创世纪),2488
肿肿,1604,  进来看抄袭怪,2489
黑鸭嗨哟,2778,王者荣耀真好玩是吧[太开心],2490
樱龙揩泪,2027,怎么不看看正版荣耀[太开心],2491
孙笑川5655,2730,咋不抽奖送一个塞尔达荒野之息的卡带呢,2492
云夜悠长,2677,太君你的头像没了555 太君你家乡的母亲被送入焚尸炉了555 太君你美丽的妻子被ntr了现在跟黄毛正爱的死去活来的555 太君快回家吧，带力本帝国离不开你555 [哈哈],2493
万里的追寻者41043,2594,都是ns的游戏确实可以有啊[doge],2494
有毒的茶茶,2521,原神上NS了太黑暗了，快砸了,2495
事彗茵,2041,因为有你这种买不起的云玩家等着白嫖啊[二哈],2496
云夜悠长,2677,哈哈哈哈哈哈哈，装逼谁不会呀，扯个外星人就是高端数码粉嗷，牛逼牛逼[哈哈],2497
孙笑川5655,2730,爷要换外星人Alienware了，你们就继续吹吧，只有手机的白嫖党们,2498
孙笑川5655,2730,他是抄袭塞尔达的，你看不出来吗。我有整个塞尔达系列的所有卡带。你这种屌丝也只能张口就来吧,2499
猫某人f,2397,开服啊！！！直接648,2500
顾影自叹,1505,中国游戏厂商就一国际笑话,2501
QUARTZ2017,2535,吔屎啦你,2502
顾影自叹,1505,米哈游全体员工就是一个笑话，米卫兵就是腊鸡，抄袭无罪,2503
云夜悠长,2677,太君宁说的太对了，我要为宁送上大大的举报,2504
樱龙揩泪,2027,是正版荣耀不好玩吗，来这里骂，玩着抄袭游戏骂着另一个抄袭游戏[费解],2505
顾影自叹,1505,辣鸡游戏，养了一堆狗，崩坏三骗人钱就算了，还抄袭有理，我无罪,2506
云夜悠长,2677,555传说sama，故乡的sakura开了，宁不回去看看嘛？,2507
QUARTZ2017,2535,傻逼,2508
凝泪成觞,2196,说人家抄袭的，人家任天堂还没说人家抄袭呢，人家只是说一些地方比较像，如果任天堂是你家的你可以告他，但是不是你家的就不要在这当键盘侠，,2509
我伊布贼溜,813,别人国行都没开告得了么？况且我们这边什么情况自己不清楚？真就杀人没被抓就不是犯法呗，抄不抄玩过的人有眼睛看得出来，闭眼否认抄袭就不存在了？就会扣键盘侠的帽子，不和你们一个观点就是键盘侠？这么牛咋不去重新定义一下这个词呢，再说无脑支持抄袭作品还不如键盘侠呢,2510
Zh40q14NcheN,2192,老任把原神放进ns了，一定是米给任天堂塞钱了，作为任豚真的有被冒犯到[怒],2511
死而复生321,2732,请大家理性看待！首先这是抄袭明显的山寨作没啥好洗的。但没技术没资金的时候，不从这些搞起怎么获得发展的机会，坦白来讲，机械制造（别的我不清楚）美国日本德国都曾经山寨过，只是那时候我们还没出生他们就度过那个阶段了。所以前期抄一抄可以忍。 但是，（回复里继续）,2512
我爱皮皮瑜,2468,有脸出游戏？,2513
你饿了关我屁事,1475,我话放在这，你们这游戏，必崩,2514
NS-木匣,2402,在？一起恰烂钱？,2515
郑萝北,569,真TM还“原神”作啊！,2516
麦片脆皮雪糕世界第一好吃,766,我林克一个王族大剑砍死你喔,2517
梦回05249,2461,说抄袭的就不要玩了。别到时候都是真香咯,2518
我伊布贼溜,813,不会玩的，别的优秀原创游戏多的很啊，别给自己脸上贴金了以为谁都想玩,2519
鱼古墓,2378,也不知道谁最硬哦[费解],2520
梦葬泪枯,2768,臭弟弟,2521
Angel_of_Death_TaRasha,2649,能做出这样的效果就不能原创一次给国产游戏涨涨脸吗？那个飞行和落地动作都一模一样有必要吗？希望公测的时候能有所改变,2522
M0101J-,1583,滚,2523
曦焕腻,2569,现实中我受同学欺负，受父母指点，受老师辱骂，被社会欺压。但是我一但拿起手机，举起键盘，跟着万千正义人士一起攻击黑暗，靠问候父母的方式还网络世界一片净土，打击不良公司。一起争当“键盘侠”吧！[鼓掌][鼓掌][鼓掌]口区[吐],2524
狗狗是小腿子还是九九更是肘肘,152,  这个算好看吗,2525
机智的皮皮嘤,1888,这个游戏已经没热度了，散了吧,2526
gfsbiss,2754,才一测就凉了可还行,2527
gfsbiss,2754,[doge],2528
bo_白色大月亮,2800,22年原神火了前来考古[doge],2529
奢求_82084,1491,诶 你们嘴里的抄袭游戏 国内到现在还没做得出来 也不知道是忙于换皮 还是什么 从小玩腾讯 偷菜火 抄 三国杀火 抄 泡泡堂火 抄 例子太多 抄成了现在的国内巨头 当时骂腾讯的也不少 现在就你们这点人 太少 米哈游死不了 原神也死不了,2530
奢求_82084,1491,我也笑死了  同一时间 有一个同样模仿 同样抄袭的游戏 怎么就可着这个来  怎么地 看人小厂好欺负呗？,2531
JackToner,2759,就是无脑喷，也不知道幕后黑手是谁，好像其他游戏公司没有借鉴（抄袭）过。我也不是无脑洗，这pv碰瓷真的太**了,2532
兔兔谈谈,2169,pv碰瓷是b站传出来的,2533
黑曜石柠檬,2623,哪来这么多塞尔达玩家 woc这波节奏带的，一群跟风狗就没有脑子 嘛,2534
元气满满bou,534,辣鸡抄袭游戏,2535
万里的追寻者41043,2594,都三个月过去了，竟然还有还有这种人，真是吃饱了撑着没事做。[吐],2536
元气满满bou,534,你也只配玩垃圾手游[哈哈],2537
元气满满bou,534, 是商业抄袭* 小小年纪眼睛就瞎了，心疼你,2538
元气满满bou,534, 你si去的爹告诉你的我不玩游戏？撒13玩意儿，睁眼瞎自欺欺人。就是有你这种辣鸡才会助长抄袭的风气,2539
最上74839,2764,人对于事物和人的第一印象尤为关键，如果第一印象差的话，很容易形成固有的坏印象，以至于事物和人的缺点被完全放大，使人完全忽视其优点，同时也会丧失了解事物或人的动力，所以只要毁掉一款游戏在公众视野的第一印象就很容易遏制它的发展，原神事件亦是如此。,2540
万里的追寻者41043,2594,抱歉，因为这事我对原神非常非常看好，真的，原神很可能改变国产游戏换皮的坏风气!,2541
星海化鱼OvO,1820,祝愿贵公司越做越烂早日倒闭，如果能被人团灭就更好了,2542
浅夏微凉51164,2733,腾讯厉害！腾讯给过你零食吗？腾讯给过你周边吗？腾讯给过你几个白嫖皮肤？米忽悠给过。劳资就是米卫兵，你过来拿键盘拍死我啊。（模板给你们了，都是投资人，说话嚣张点）,2543
花少北屹立在水坑之中,2406,NM$L,2544
云夜悠长,2677,亲，没有凉哦，这边建议您跳进北冰洋里感受一下凉凉哦,2545
云夜悠长,2677,唉，不跟哈批对线了，也是没意思，反正对喷又没结果，最强法务部也不出手，这两边对骂也就给咱原神加热度，工具人我是不想当了 但是原神绝对不会凉，欢迎你随时at我,2546
花少北屹立在水坑之中,2406,亲亲，这边是牧妈场呢，我们还提供亲妈租借服务，专门供应给您这种没妈的孤儿米卫兵呢亲亲[飞吻],2547
云夜悠长,2677,呵呵，宁就是牧马场？一天死一头马都不足惜,2548
花少北屹立在水坑之中,2406,亲亲，我们这里养马的呢，不像您，马死了都不知道呢[爱你],2549
云夜悠长,2677,亲亲，我这边不养马哦，请问您是从温暖的草原上来的嘛？家里居然有那么多马，你还每死一头都给他们做坟，我真的好羡慕你哦[doge],2550
花少北屹立在水坑之中,2406,亲，北冰洋太冷了，建议您去你妈的坟头里感受一下温暖呢亲亲[飞吻],2551
Rmbaci,1250,咱也别骂了 摆明就是碰瓷营销 那些人喜欢吃这口屎就让他们吃呗 他们认为冰淇淋和屎长的一样[太开心],2552
云夜悠长,2677,[喵喵]咳咳 原神&塞尔达 王牌战士&守望先锋 王者荣耀&英雄联盟&Dota 冤冤相报何时了[喵喵],2553
野炊爆炸,2761,厂商做一款游戏出来是希望所有玩家来玩并且喜欢，不是逼着所有玩家来玩，你觉得不好你可以不玩不看，在这儿说你妈呢？是，国内现在版权意识提高了，这是好事，但是抄袭是你们来判定的？这儿有点像，哪儿好像一样，所以就喷，继田园女权后的田园维权，真就传统技艺呗[doge],2554
闻人流葭,1281,好像怪猎的风漂龙[微笑],2555
芙兰师匠,1218,国游之光原神，加油，画风人设独特，主题选择类似塞尔达，就算日系萌豚也比烂大街的武侠好多了，主题新颖，希望今后能带来更多惊喜,2556
创世界AP57017,2506,各位版权卫士在吗？去吧，记得告诉我结果。提醒一下，举报是要实名制的，如果有虚报，是要付法律责任的。加油,2557
嘉然仙贝,2191,纯玩家，我在ps4上的《塞尔达传说》300个小时。我没看出来哪里有抄袭啊[悲伤],2558
花少北屹立在水坑之中,2406,没加狗头，帮你加上[doge][doge][doge][doge][doge][doge][doge][doge][doge][doge],2559
秀翻全场的痛经室女,2321,天啦噜，抄塞尔达，也太没眼光了吧,2560
银白色的咲墨,978,"“塞尔达120神庙全通,明天cj我就不去了 ，怕认错展台”（转自腾讯动漫）",2561
JokanraJoestar,1918,我寻思人这话也没说你原神啊 真就对号入座呗[思考],2562
银白色的咲墨,978,废话，哪两个长的像还用说？真当人是瞎子还是傻子？,2563
红空岛寺,476,终于知道为什么米卫兵认为还原神作没有抄袭了，因为他们压根没玩过什么游戏嗷,2564
云夜悠长,2677,亲亲，这边建议您直接举报原神哦，光和米哈游玩家对线是没有结果滴,2565
云夜悠长,2677,行了，咱就不用当工具人了，等原神公测/被告的时候再说吧,2566
花少北屹立在水坑之中,2406,关注你一下，到时候方便艾特你[doge],2567
陈元早,2554,赛尔达传说：还原神作，简称原神，没错啊，没抄袭啊,2568
御龙苍天眼CEO,1686,垃圾公司，连个公关都没有,2569
原味砂糖小狗,825,原神制作组和全体米卫兵，你们亲爸今晚必在庭中种枇杷树,2570
御龙苍天眼CEO,1686,"“塞尔达120神庙全通,明天 cj我就不去了，怕认错展台”－圣经",2571
胜利_属于伊泽瑞尔,2453,版权狂魔任天堂都没出声，原神一出坐等真香,2572
我才不是我才不是无机酸,2746,塞尔达出新作了吗？,2573
柳柳的小呆迪,1201,这他妈不是抄袭么？,2574
Schwarz_-,1637,其实大家有点脑子的都能想明白，抄袭在游戏界已经见怪不怪了，尤其是以腾讯为首的几家公司像QQ飞车王者荣耀CF等游戏，但是腾讯依靠自身强大经济实力将这些游戏罩的很好，米哈游相比毕竟是个小公司，还就是因为小公司被喷的狗血淋头，我就纳了闷了，腾讯给了你们多少钱？,2575
云夜悠长,2677,亲亲，请问您是不把我王牌战士放在眼里么？人家虽然只是个新生儿，但也继承了tx爸爸伟大的抄袭基因呢,2576
墨凌GG,910,讲道理我第一次上微博，评论区比想象中的随意，那些说一模一样的，欧呦不得了，米哈游在移动端做出3a了哈哈 同样是做开放世界的游戏相同元素多不是很正常吗？放置类游戏有多少物品和mc一样的，而且你们拿到原神的内测了吗？看个别人剪过的cg，还有带情绪的试玩就在那跟风开口闭米卫兵。。。,2577
万里的追寻者41043,2594,终于碰见正常人了啊[允悲],2578
suuji,174,抄场景就算了，连特效都抄，你们是不是人啊,2579
陌樱璃Cc,2664,我寻思全中国就我一个人不知道塞达尔了?,2580
云夜悠长,2677,你不是一个人,2581
万里的追寻者41043,2594,我也不知道,2582
Enlien丶,1866,还没凉？,2583
万里的追寻者41043,2594,凉?你真的想多了，现在原神热度不是一般的高[笑cry],2584
元首的胖次00658,2629,公测都没有，别怕到时候嫌疑地方最好全改了狠狠黑子两个耳光。王者荣耀不也这样过来的。。。,2585
A秋酱,844,垃圾游戏等着凉凉吧,2586
万里的追寻者41043,2594,时间会证明一切，到时候等公测在看看实际情况。,2587
万里的追寻者41043,2594,希望您别听风就是雨,2588
万里的追寻者41043,2594,抄不抄袭不是一位微博博主写篇文章把自己主观感受写上去就能认定是抄袭的，到现在为止没有任何证据能石锤抄袭，只有那些人口嗨罢了。,2589
万里的追寻者41043,2594,还没公测就说垃圾?[挖鼻],2590
A秋酱,844,还是那句话，你开心就好,2591
万里的追寻者41043,2594,你要是支持那个砸ps4丟人丟到外国去的人的话，那我也没法说什么了。,2592
A秋酱,844,推荐你去看  我的队友四条狗博主的让机子飞这篇文章，如果看完你依然觉得没有抄袭。那么你就这么想吧，你开心就好不是吗何必这么较真,2593
万里的追寻者41043,2594,拜托，抄袭这事情到现在你还不知道是假的吗。。。如果真的你觉得原神能活到现在，任天堂能不去告?都已经过去两个月了啊老哥。,2594
A秋酱,844,抄袭神作塞尔达还需要等吗，居然还跟索尼合作出口日本。丢人都丢到国外了,2595
水无抈流歌,2421,米卫兵：微博人均版权卫士？ b站：米卫兵的家,2596
黑暗骑士621,1877,今天又是黑暗的一天呢，不说了了我去玩光明的龙族幻想了,2597
云夜悠长,2677,不说了，我光明的王者荣耀才上到星耀四呢,2598
榎木遥_Enoki_haru,1629,来晚了不知道说些什么，就一句贵公司SL以表尊敬,2599
小吴今天赚钱了嘛,2111,牛皮牛皮 任天堂怕是要锤死你们游戏抄袭师咯,2600
阿次次饭团咪,143,贵公司的无耻程度，已经足够下地狱了，全公司的去十八层团建的那种。,2601
元首的胖次00658,2629,网易和腾讯也如此，呵呵。,2602
带路走去云端,548,我以为麻花腾是最无耻的，想不到贵公司刷新了我的世界观！真的不要脸,2603
Tw_Himm,304,"抄袭可耻,米哈游道歉!",2604
云夜悠长,2677,微博人手switch人均塞尔达玩家？版权卫士搞快点[嘻嘻],2605
水无抈流歌,2421,[疑问]抄袭不能骂？,2606
水无抈流歌,2421,反正我现在也不打算说什么了[doge],2607
云夜悠长,2677,还是让任天堂法务部来决定这到底是不是抄袭吧，不然两家粉丝疯狂线上撕逼也撕不出什么道道来，还不如默默恰瓜。我对之前的口嗨表示道歉。 不过原神在cj展上已经直接和塞尔达面对面硬刚了...应该没什么大不了吧？（小声BB）,2608
云夜悠长,2677,就事论事，别乱扩散话题，游戏鄙视链顶到你的G点了？呵呵,2609
桃月OuO,605,山寨牛逼！！！！塞尔达传说旷野之息低清重制版dlc出来了是吗,2610
云夜悠长,2677,有一说一，塞尔达那画质明显更粗糙好吧,2611
云夜悠长,2677,你们所谓实锤的pv剪辑我可是看过不少,2612
桃月OuO,605,hello，宁玩过塞尔达吗,2613
亚洲善待人类组织,686,[挖鼻]看云玩家们在喷我就觉得搞笑，多少人是没玩过塞尔达也没参加过原神的测试，看几份特意截的图和视频就义愤填膺的？等原神出来还不是真香，氪爆？特别是  你腾讯靠抄袭起家的公司也配批评别人抄袭？国内做手游的公司里米哈游不说最好，至少比    好的多。,2614
水无抈流歌,2421,[doge],2615
吃草莓咩咩咩,965,为什么我们要抵制《原神》，中国游戏行业第一次死亡的原因是盗版，如果让《原神》这样的游戏挣到钱，中国游戏第二次死亡就会因为抄袭，会让矜矜业业做原创、开发的人心死，中国游戏何时有出头之日。,2616
云夜悠长,2677,咦？,2617
云夜悠长,2677,嗯没错，由米哈游开启的中国原创游戏废土时代就此降临！,2618
云夜悠长,2677,姐姐[嘻嘻] sorry啊没看你主页,2619
吃草莓咩咩咩,965,叫姐[羞涩微笑],2620
云夜悠长,2677,大哥[作揖][嘻嘻] 显年轻多好,2621
吃草莓咩咩咩,965,谢谢，快30了，大肯定比你大点，没关系 可能我比较显年轻,2622
云夜悠长,2677,明明就是有鼓励你还不认，哎呀你好羞涩啊( ^_^)／摸摸，真是腼腆一孩子呢,2623
吃草莓咩咩咩,965,我不认可也不鼓励，但是这个东西个人欣赏水平对吧[大笑]中国最好的游戏原神，祝你玩的开心,2624
云夜悠长,2677,亲亲，感谢您的认可和鼓励呢,2625
吃草莓咩咩咩,965,不不不，米哈游代表了中国游戏的顶尖水准，祝你玩的开心,2626
忘千_Official,1985,今天米哈游和米卫兵的妈一起死,2627
鸡汁的熊小宝,1146,既然抄都抄了，可以再加个大师球抓皮卡丘吗[doge],2628
水无抈流歌,2421,[doge],2629
柴柴汪_滚去打游戏啊,323,连我这个不玩的都知道你们不要脸了。。。麻烦你们要点脸吧,2630
万里的追寻者41043,2594,抄袭现在已经被否定了，别谁便更风行吗[黑线],2631
羽生三未,2504,( •᷄ὤ•᷅)抽个奖叭 评论真的好惨  ,2632
万里的追寻者41043,2594,毕竟现在明理的人都知道原神并没有抄袭,2633
万里的追寻者41043,2594,你去看看原神游戏评分已经从原来的四分涨到六分了，评分一星和五星五五开[笑而不语][笑cry],2634
万里的追寻者41043,2594,而且自从tx自爆后好多人开始看清形式了,2635
万里的追寻者41043,2594,现在也就微博这边惨了，其他地方形式开始逆转了[笑而不语],2636
小叻ROKA,451,之前有关注过，这么快就出了,2637
羽生三未,2504,[doge],2638
小叻ROKA,451,2333,2639
羽生三未,2504,从头到尾被喷的游戏,2640
林启裕Jim,460,非常期待能在手机上能玩到这个游戏！人物模型，画面感，画风，特效渲染，在国内手机里都是巅峰级别的存在，个人非常期待公测能玩这个游戏。还有，一样米哈游越来越好，做出更多越来越棒的作品！[爱你],2641
云夜悠长,2677,横版-3D战斗-开放世界/galgame（或许？没太关注未定事件簿） 鬼知道米哈游下一步会干嘛，静静期待大伟哥带给我们的惊喜吧！,2642
万里的追寻者41043,2594,难得一见,2643
这里素你不认识的人,654,[doge]手机上那么多抄袭游戏都没看到这群正义使者，原神倒被喷成了狗，就算是抄，质量也是国内数一数二了，国内有几个国产原创好的游戏，各位正义使者没点b数？[思考]国产原创火不火的事，就看各位的键盘啦～还有我觉得最好也去王者第五人格吃鸡什么的下面再去喷一下抄袭，毕竟正义少不了你们。,2644
有加者喜,1134,噗噗这些一直在被人喷你不知道吗,2645
有加者喜,1134,还真就有这么凶（。d5玩家曾经是人人喊打的你大概不知道吧…,2646
这里素你不认识的人,654,喷的有那么凶？,2647
私设光激推bot,1640,请问贵公司什么时候全家司马[嘻嘻],2648
时光前往的彼方41438,2519,展台就在人家对面，不虚嘛?,2649
万里的追寻者41043,2594,虚的话，索尼能把原神放c位,2650
一名路过的骑士,1599,b站米卫兵真的多，说借鉴怎么了。真的不要脸,2651
云夜悠长,2677,而微博是个粪坑[笑而不语],2652
天河星月,2762,而微博是个粪坑[笑而不语],2653
小狗鯊魚,1429,二次元抱团取暖的地方罢了,2654
巧克力的铲s官,954,图片评论,2655
水无抈流歌,2421,牛逼,2656
云夜悠长,2677,对不起，我的错,2657
水无抈流歌,2421,能不能清醒点啊！抛开嘴臭之外我们都是人，我们也是真的喜欢塞尔达这个游戏，你们能不能也想想我们，一个非常热爱的游戏被一个大公司抄袭了。如果是你你是什么想法[费解]建议你们都双面看清事况再说话吧,2658
水无抈流歌,2421,人家说要砸：口嗨 砸了：神经病[疑问],2659
巧克力的铲s官,954,你看清楚右下角，竖中指的又不是我,2660
给的名真怪,2048,都不要说了，站在你面前的是伟大的国产之光、中国游戏大厂、坐拥中国顶级金钱技术实力的团队、仅用一款游戏便将中国游戏界陷入黑暗的元凶、使业界永无出头之日的主谋、10年以内再无3A的废土创造者、中国原创游戏的襁褓杀手、无法上市的、三层办公楼的、拥有两款手游一款苟命一款迟暮的米忽悠,2661
真呼名子,368,就冲这头衔！ 这游戏我买了。,2662
云夜悠长,2677,今天是中国游戏黑暗时代的第几天来着？（滑稽）,2663
天不再晴朗Lk,804,抄袭又怎样，塞尔达通关了人生感觉好空虚，原神是我唯一的寄托，希望能获得测试资格[泪],2664
Rmbaci,1250,米卫兵又来云游戏了？ 云通关？,2665
小狗鯊魚,1429,俺也没杠啊    夸您厉害还不行啦[疑问],2666
天不再晴朗Lk,804,这是手机里n年前存的图片，这么喜欢杠的吗？,2667
竟然改名了,987,草哈哈哈哈哈哈哈笑死我了,2668
小狗鯊魚,1429,大师剑都没拔就通关了？   阁下果真大佬,2669
天不再晴朗Lk,804,？？？屁还是您老会放啊,2670
海馬懶人_,1959,抄袭了塞尔达是**，但是，我怎么觉得，音乐还行额[二哈],2671
幼儿园园霸52758,1402,玩原神的全都死妈,2672
云夜悠长,2677,对不起，这边没有马哦，请问您是从青青草原上来的吗？全家都是马？,2673
此时还在磨刀,2225,现在喷原神就是政治正确了，所以我也要跟一下，原神你丧心病狂，你就不能倒立走路，蠕动攀爬，用耳朵来飞，不对，这个就抄袭小飞象了，你就不能用头发来飞吗？[白眼],2674
wirzard1,2750,应该把树上的苹果都改成烂苹果,2675
Yahoohsu_EX,532,龙之谷好玩吗,2676
云夜悠长,2677,一看，woc这不是龙之谷的神圣天堂么,2677
濁涇清渭,531,说抄袭，看不过去的别在微博下bb了，赶紧地去走法律程序，去举报啊[微笑],2678
祝你今天发大财,2099,法律只不过是做事的底线而已，贴着底线做游戏,2679
寒汐影SaKura,2318,噶哈哈哈哈。鬼王给爷整活了,2680
水无抈流歌,2421,搞得好像我们可以一样[哼]但是抄袭就是不对啊。我们除了口嗨还能干嘛，他不抄袭我们会那么恶心他吗。你这样说道德绑架啊[怒],2681
濁涇清渭,531,你们可以的，示威抗议，有组织有计划的游行[微笑]强烈谴责米哈游的抄袭行为，另外我给你们提意见居然说道德绑架，我绑架了你们的思想吗？[思考],2682
咸某oc,1899,抄你妈呢，垃圾游戏，赶紧死吧,2683
zacharyyyyyy,973,您.......,2684
慕夏明黎,2787,[喵喵],2685
miaopa1,2201,你怎么不先死个妈，原神和你有屁关系,2686
墨凌GG,910,中国维权网，有举报抄袭功能，慢走不送，提醒一下有法律责任哦,2687
